year,GEOID,sports_team_count,has_NFL,has_NBA,has_MLB,has_NHL,has_pro_team,power4_school_count,has_power4_school,mlb_avg_temp,mlb_win_pct,mlb_make_playoffs,mlb_make_playoffs_prev,mlb_murder_rate,nfl_avg_temp,nfl_win_pct,nfl_make_playoffs,nfl_make_playoffs_prev,nfl_murder_rate,nhl_avg_temp,nhl_win_pct,nhl_make_playoffs,nhl_make_playoffs_prev,nhl_murder_rate,cfb_avg_temp,cfb_win_pct,cfb_make_playoffs,cfb_make_playoffs_prev,cfb_murder_rate,median_household_income,labor_force,unemployed,unemployment_rate,median_home_value,median_gross_rent,housing_units,owner_occupied,homeownership_rate,poverty_universe,below_poverty,poverty_rate,edu_universe_25plus,bachelors_plus_rate,total_population,race_white_nonhispanic_rate,race_black_nonhispanic_rate,race_aian_nonhispanic_rate,race_asian_nonhispanic_rate,race_nhpi_nonhispanic_rate,race_other_nonhispanic_rate,race_two_plus_nonhispanic_rate,hispanic_or_latino_rate,pop_under_18_rate,pop_18_to_64_rate,pop_65plus_rate
2022,34980,3,1,1,0,1,1,1,1,NA,NA,0,0,NA,60,0.412,0,0,14.28,60,0.561,0,1,13.5,NA,0.417,0,0,12.37,79020,1091301,41391,3.792812432133756,344700,1346,772128,508986,65.9198992913092,1951935,209112,10.713061654204674,1352847,39.27709489691,1990873,70.45421782303542,14.767089613450985,0.08875503359581449,2.9273087735882704,0.02993661574595667,0.4294096107586973,3.4195551398808464,7.883727389944009,22.704712957581926,63.60224886268486,13.693038179733213
2022,35380,2,1,1,0,0,1,0,0,NA,NA,0,0,NA,70,0.412,0,0,62.93,NA,NA,0,0,NA,NA,NA,0,0,NA,62748,633910,42263,6.6670347525674,242600,1151,498271,317844,63.78938368879585,1242437,208346,16.769140004684342,881389,33.18931822384894,1264357,50.415982194902234,33.455345286181036,0.24463027451898472,2.7861592888717346,0.06833513003052144,0.6693520896392395,3.0883682377682886,9.27182749808796,22.019967461721652,61.262997713462255,16.717034824816093
2022,35620,9,1,1,1,1,1,0,0,55,100,1,1,NA,55,0.48550000000000004,1,1,NA,55,0.634,1,1,35.57,NA,0.333,0,0,2.98,93610,10476113,685181,6.540412460232149,553500,1711,7321054,3786708,51.723535982660415,19592706,2415989,12.331063406963795,13959399,42.749548171808826,19908595,44.10856717915051,15.28966258040811,0.13173204839417346,11.594022581704033,0.02449193426256348,0.9227170475867333,2.786138348788551,25.142668279705322,21.284364868540447,62.479632540618766,16.23600259084079
2022,36420,1,0,1,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.462,0,0,3.57,67963,732491,32351,4.416573036392256,196800,1017,554748,355735,64.12551284547217,1393744,191983,13.774624321252684,934060,32.880971243817314,1428923,62.4530503043201,9.774914393567743,3.054468295352514,3.2098300608220316,0.057245911781110666,0.34284562569151733,6.915558081156227,14.19208732730875,24.16253360048092,61.484908564002396,14.35255783551668
2022,36740,1,0,1,0,0,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.643,0,0,10.23,71551,1408207,73994,5.254483183225194,308100,1530,948499,596700,62.90992399570269,2626590,321668,12.24660110637747,1849053,34.794405568688404,2679298,43.83831137857752,15.02098684058287,0.09383054815104554,4.320310767969819,0.07244434922879053,0.7146274882450552,3.6136331233031935,32.3258555039417,21.430949450191804,63.32457233200637,15.244478217801827
2022,37980,4,1,1,1,1,1,0,0,55,87,1,1,27.99,55,0.824,1,1,30.53,55,0.457,0,0,27.77,NA,NA,0,0,NA,85555,3324410,202911,6.103669523313911,304900,1347,2419824,1618790,66.89701399771224,6082988,717699,11.798461545543079,4326745,40.59767793110063,6232894,59.923095114404326,19.70949610245257,0.07378594919149917,6.215860561723013,0.020792909361205245,0.499960371538486,3.3960789321942584,10.160930059134648,21.444998102005265,62.07500079417362,16.480001103821117
2022,38060,4,1,1,1,1,1,1,1,75,74,0,0,8.93,75,0.235,0,0,8.45,NA,0.427,0,0,NA,NA,0.25,0,0,4.6,79935,2474539,120404,4.865714381547432,360600,1432,1817050,1191711,65.5849316199334,4779055,549989,11.50832120576139,3290185,33.73436448102463,4864209,53.38664518732645,5.3195699444657905,1.5871028568057006,3.931574486211427,0.19986805665628266,0.36725395639866626,3.5872430645969366,31.620742447538746,23.016383547664173,60.892058708826035,16.09155774350979
2022,38300,3,1,0,1,1,1,1,1,52,62,0,0,18.57,52,0.529,0,0,18.82,52,0.555,0,1,19.59,NA,0.692,0,0,18.35,71283,1239802,62992,5.0808112908351495,192400,968,1020243,716261,70.20494137181043,2306710,246703,10.695015845078055,1723377,37.13952315715018,2365501,83.85737313152688,8.030983711273002,0.04557174146195668,2.5738310827177835,0.014415550870618951,0.322468686337482,3.1695611204560894,1.9857949753561719,18.773570588217886,60.60115806334472,20.625271348437394
2022,38900,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90451,1364692,69013,5.057038511253821,484800,1577,986857,613831,62.20060251890598,2472282,238751,9.657110313467477,1781756,41.32765653658525,2505312,70.59543881161309,2.786638949559975,0.4681253273045433,6.825816505089985,0.5052863675262802,0.43411758695124597,5.640614821627007,12.74396163032788,20.74280568647737,63.64121514605766,15.615979167464971
2022,40900,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89227,1197967,68615,5.727620209905615,511500,1633,867690,538208,62.027682697737674,2363211,284719,12.0479720177335,1633998,35.64790164981842,2394673,49.59691782552357,6.619525922746028,0.28283611165282274,14.349516614585792,0.7920914463060301,0.45120983115439983,5.5775882552649145,22.330313992766445,22.412245847345336,61.615719557534575,15.972034595120085
2022,41180,2,1,0,1,1,1,0,0,57,93,1,1,83.42,NA,NA,0,0,NA,57,0.494,0,1,81.08,NA,NA,0,0,NA,75316,1479789,64140,4.334401728895133,219000,1033,1146082,799798,69.78540802490572,2753642,288454,10.475363173571582,1957037,36.74800220946257,2813523,71.83772800151269,17.572310587118,0.10126094579642676,2.7913047094336885,0.029464838211736673,0.3200258181646285,4.04453775568922,3.3033673440736044,21.88188971620278,60.998897112268146,17.119213171529076
2022,41620,2,0,1,0,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,52,NA,0,0,NA,NA,NA,0,0,NA,90277,692092,24947,3.6045785820382257,434300,1386,429797,291906,67.9171795056736,1237984,97628,7.886046992529791,797942,36.86959703838124,1254675,69.77703389323928,1.6153187080319604,0.4465698288401379,3.9107338553808755,1.5063661904477255,0.4145296590750593,3.575109091995935,18.754338772989023,26.425408970450516,62.387470858987385,11.187120170562098
2022,41620,2,0,1,0,1,1,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.714,0,0,4.03,90277,692092,24947,3.6045785820382257,434300,1386,429797,291906,67.9171795056736,1237984,97628,7.886046992529791,797942,36.86959703838124,1254675,69.77703389323928,1.6153187080319604,0.4465698288401379,3.9107338553808755,1.5063661904477255,0.4145296590750593,3.575109091995935,18.754338772989023,26.425408970450516,62.387470858987385,11.187120170562098
2022,41700,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70910,1307542,67234,5.1420145586145605,234900,1219,930395,585139,62.891460078783744,2525777,347168,13.744998073860042,1677604,30.804349536601013,2570862,32.2041400899776,6.258562303227477,0.12805043600162125,2.5446717871282085,0.08471866634615159,0.36540273262431044,2.3985340325540614,56.01591995214057,24.701870423227696,61.96773689136174,13.330392685410574
2022,41740,1,0,0,1,0,1,0,0,64,89,1,1,4.87,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,96974,1767452,106617,6.032243025553169,725200,2011,1149157,623317,54.241239447699485,3204475,338752,10.571216813986691,2257620,41.046810357810436,3289701,43.57836776047428,4.5324787875858625,0.28385558444369263,11.793442625940777,0.376477983865403,0.4154480908751282,4.5290438249555205,34.49088534185933,21.1986438889127,64.14978139350659,14.651574717580718
2022,41860,4,1,1,1,1,1,1,1,59,70.5,0,0,18.39,59,0.765,1,1,8.29,NA,NA,0,0,NA,NA,NA,0,0,NA,129315,2612527,136154,5.211582502305239,1073300,2336,1723229,954768,55.40575280476362,4632522,398893,8.61070924217953,3422098,52.05704220042793,4692242,37.18175661016631,6.962045009613742,0.20913243605082601,27.256863563303003,0.6382876245513339,0.6482402229041043,5.1194929843771915,21.98418154903349,19.33858057619364,64.38826045203977,16.273158971766588
2022,41860,4,1,1,1,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.333,0,0,5.8,129315,2612527,136154,5.211582502305239,1073300,2336,1723229,954768,55.40575280476362,4632522,398893,8.61070924217953,3422098,52.05704220042793,4692242,37.18175661016631,6.962045009613742,0.20913243605082601,27.256863563303003,0.6382876245513339,0.6482402229041043,5.1194929843771915,21.98418154903349,19.33858057619364,64.38826045203977,16.273158971766588
2022,41940,2,0,0,0,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,60,0.366,0,0,4.82,NA,0.25,0,0,0.81,151713,1083887,48719,4.49484125190172,1282400,2697,670204,374638,55.89909937869664,1950901,134666,6.902759289169466,1383705,54.309047087348816,1981584,29.22848589815017,2.226350232944957,0.16017489039071772,37.57211402595096,0.33331920322327996,0.4016988429458453,4.032026903729542,26.045830002664534,21.31072919442224,64.63652310474852,14.052747700829235
2022,42660,3,1,0,1,1,1,1,1,53,90,1,0,6.08,53,0.529,1,1,5.83,53,NA,0,0,NA,NA,0.846,0,0,6.39,107206,2230525,101175,4.535927640353728,628500,1850,1565696,946532,60.454392168083714,3941536,327897,8.319015733967671,2825178,45.22175239931785,4001701,59.67797194243148,5.854010582000004,0.5844264726425088,14.88556991139518,0.8503883723446605,0.5138564825308038,6.882573185752759,10.751203050902603,21.039627898236272,65.13535119190564,13.825020909858083
2022,45060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,11.03,70096,331876,19180,5.779266955127818,164400,978,265206,180199,67.94680361681108,628931,88347,14.04716892632101,450891,33.149696933405195,658694,79.83919695640161,7.813643360953644,0.3418886463213571,3.103717355858714,0.01229706054708256,0.32807343015117796,3.906821680476822,4.654361509289594,20.72707509101343,61.4318636574798,17.84106125150677
2022,45220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,13.09,59757,199473,10753,5.390704506374297,230200,1127,152091,87448,57.497156307736816,362217,68702,18.967083267764902,240744,39.921244143156216,386064,54.524638401923,32.02500103609764,0.10904927680384599,2.681938745907414,0.03237805130755522,0.3937171038998715,3.1507729288408144,7.082504455219859,18.966026358324008,65.86006465249285,15.173908989183142
2022,45300,3,1,0,1,1,1,0,0,74,86,1,1,9.38,74,0.471,1,1,10.12,74,0.598,1,1,8.72,NA,NA,0,0,NA,67197,1604425,78497,4.892531592315004,273000,1377,1281240,857640,66.9382785426618,3137532,395565,12.607520815723952,2314606,33.20910772718985,3194310,60.14009285260353,11.403119922612396,0.12988720568761328,3.53804107929412,0.06887246384978289,0.5089988135152819,3.2583875703986154,20.952600092038658,19.484552219415146,60.513538134996296,20.00190964558856
2022,46060,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,7.99,64323,499249,28849,5.77847927587236,258300,1071,423075,271377,64.14394610884595,1014998,151733,14.94909349575073,705718,34.98408712828637,1042393,50.05463390487081,3.1453588042129983,2.0357964798305437,2.792804633185373,0.1437077954284037,0.26256891594628895,3.471915103036954,38.09321436348863,20.21473666841585,59.39324228002298,20.39202105156117
2022,46220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.846,0,0,13,58132,132369,7383,5.577589919089817,201800,944,100101,64344,64.2790781310876,257484,46393,18.01781858290224,170980,28.277576324716343,272931,57.58891441426588,35.226852208067235,0.08720152712590361,1.3457613829136301,0.008793431306813811,0.09086545683707603,1.8788631558892175,3.772748423594242,20.52460145604567,64.83213706028263,14.643261483671695
2022,47380,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.462,0,0,7.57,59193,132418,6037,4.5590478635835,190100,1042,100484,60898,60.60467338083675,265982,47251,17.76473595957621,170640,26.025550867323023,278103,54.38848196531501,14.034008982283542,0.15318065608785233,1.5361215089373361,0.018698108254855215,0.24091793328371142,2.686774324620734,26.94181652121696,23.909127193881403,61.06586408632773,15.02500871979087
2022,47900,4,1,1,1,1,1,1,1,58,55,0,0,32.58,58,0.5,0,0,34.2,58,0.488,0,1,33.57,NA,0.615,0,0,4.65,119803,3602395,173148,4.806469029631676,513300,1904,2361858,1508442,63.86675236191168,6251277,483993,7.7423060920192786,4350669,52.997435566805926,6346083,43.32920007506993,24.592981213766034,0.1461531467520989,10.520678661152084,0.045413840316932505,0.5869447342557607,4.230909050511945,16.547719278175215,22.778160953772584,63.57564185655939,13.646197189668023
2022,49180,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,9.66,60145,329867,17013,5.15753318761804,193800,912,271091,183586,67.72117111966092,664458,95444,14.36418855668831,467425,28.3619832058619,678243,66.50433546678698,17.313853589347772,0.17972909414472393,1.788297114750908,0.03391114983862716,0.38334343295839396,2.768771664432954,11.027758487739645,21.91987237612478,60.25008735807078,17.83004026580444
2023,11460,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,1,1,1,2.58,87156,196143,8556,4.362123552714092,353000,1400,149256,91988,61.63102320844723,349080,48323,13.842958634123983,235668,58.13050562655939,368394,67.94057449361281,11.385907479492067,0.1745413877533293,8.835105892061216,0.022258777287360816,0.5195524357074219,5.478916594732813,5.643142939352976,18.379235275275928,66.35341509362259,15.267349631101485
2023,12020,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.929,0,0,6.03,62897,111298,5045,4.5328757030674405,280900,1144,85019,46861,55.11826768134181,206891,40761,19.701678661710755,134162,43.497413574633654,218190,64.70553187588798,18.534763279710344,0.14895274760529814,3.629405563958018,0.02199917503093634,0.3162381410697099,3.334708281772767,9.308400934964938,20.009624639076034,65.7889912461616,14.201384114762364
2023,12060,3,1,1,1,0,1,1,1,63,104,1,1,24.29,63,0.412,0,0,24.32,NA,NA,0,0,NA,NA,0.538,0,0,26.97,86338,3293972,163200,4.954504774175373,335100,1563,2280747,1500707,65.79892465056405,6083476,666265,10.952044521914774,4142821,41.45151335285787,6176937,43.6448194307308,33.48136786889683,0.0910645518968382,6.363849914609782,0.03668484881746406,0.6254718155616611,3.626668039515378,12.130073529971245,23.8495713976037,63.08202592968003,13.068402672716267
2023,12220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.462,0,0,4.84,58991,95279,4091,4.293705853335992,224600,974,75095,49293,65.640854917105,186563,35730,19.151707466110643,121536,39.35706292785677,196614,61.124843602184995,27.355122219170557,0.06967967693043221,3.8374683389789133,0.03255108995290264,0.36823420509221116,2.2750160212395865,4.937084846450405,20.604331329406858,65.7155645071053,13.680104163487849
2023,12420,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.857,1,0,4.37,97638,1351165,57495,4.255216794395947,434800,1646,948649,558660,58.89006365895079,2313550,229864,9.935553586479653,1616126,49.88992194915495,2357497,49.804093069895735,6.8901042079799035,0.11630979806124886,6.783508102025157,0.06133623924017719,0.50591792905781,3.820535084456099,32.01819556928386,22.093432144346316,66.22192944466101,11.684638410992676
2023,12580,2,1,0,1,0,1,0,0,56,101,1,1,61.86,56,0.765,1,1,65.4,NA,NA,0,0,NA,NA,NA,0,0,NA,97300,1521759,70197,4.612885483180977,373300,1562,1107822,740925,66.8812318224408,2780091,274570,9.87629541622918,1972838,43.28454743876588,2839409,52.99602839886751,28.585913477065123,0.11097379771635577,5.7824357110934,0.030992364960454797,0.5451486559350907,4.151180756277099,7.7973268380849685,22.15534993373621,61.50892668157353,16.335723384690265
2023,12940,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.769,0,0,33.29,68910,430683,28116,6.528235384261742,232300,1108,326145,225509,69.14378573947171,843855,135250,16.027635079486405,567496,29.987171715747774,871379,53.84029222645944,34.20922468868311,0.1530906758138537,1.9614886289433187,0.013771275185654004,0.4314999558171588,3.1412278698476785,6.249404679249787,23.439628450995492,61.677754455868225,14.882617093136282
2023,13980,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,0.56,64627,89152,3283,3.682474874371859,228400,1075,70035,43753,62.47304918969087,166422,33063,19.866964704185744,112841,35.857534052339126,181605,85.16175215440104,4.242724594587154,0.12279397593678588,3.746042234519974,0.15087690316896563,0.4250984279067206,2.4641392032157707,3.686572506263594,16.199994493543677,67.19583711902204,16.604168387434267
2023,14020,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.25,0,0,2.54,62949,84708,4575,5.400906644000567,242800,1137,66862,38900,58.17953396548114,146300,27760,18.97470950102529,98744,44.03204245321234,161256,83.44309669097584,3.106241008086521,0.03348712606042566,5.814357295232425,6.201319640819566e-4,0.24557225777645486,3.1682542044947164,4.188371285409535,16.49613037654413,68.3738899637843,15.129979659671577
2023,14460,4,1,1,1,1,1,1,1,50,78,0,0,6.1,50,0.235,0,0,6.01,50,0.665,1,1,5.9,NA,0.538,0,0,1.97,112484,2813361,135677,4.822594754103721,610900,1940,1925474,1189120,61.757260809546125,4772533,424129,8.886874119047475,3479921,51.22774338842749,4917661,66.62527164845238,7.026531515694148,0.07137539574200011,8.470551345446545,0.03418291744794934,1.1800935444716503,4.551411738222704,12.04058189452262,19.49550812876284,63.86035963032018,16.644132240916974
2023,14500,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.333,0,0,1.46,102772,186330,8593,4.611710406268448,713900,1893,135230,84461,62.45729497892479,315677,36145,11.449994773138366,219110,63.90899548172151,328317,75.3302448548202,0.7498850196608765,0.1617339339723499,4.631194851317477,0.06183048699884562,0.2927049162851756,4.168227658025628,14.604178278919457,18.010642153772118,66.19151612618293,15.797841720044955
2023,15380,2,1,0,0,1,1,0,0,NA,NA,0,0,NA,48,0.647,1,1,17.57,48,0.512,0,0,18.98,NA,NA,0,0,NA,70572,595728,29977,5.031994467273655,209600,1005,500204,332389,66.45068811924735,1134593,157023,13.839588292894456,824795,35.122666844488634,1161385,74.80180990799778,11.20756682753781,0.3483771531404315,3.9099006789307595,0.02143991871773787,0.3574180827202005,3.4947067509912735,5.858780679964008,20.216293477184568,60.72981827731545,19.053888245499984
2023,16580,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,6.17,64558,120052,5347,4.453903308566288,194400,1008,96356,54874,56.949229938976295,221200,37128,16.78481012658228,141728,43.545382704899524,236196,67.38302088096326,11.573862385476469,0.04953513183965859,9.356636014157733,0.020322105370116344,0.35521346678182525,3.8480753272705717,7.413334688140358,19.691696726447528,65.88384223272197,14.424461040830497
2023,16740,2,1,1,0,0,1,0,0,NA,NA,0,0,NA,62,0.118,0,0,9.66,NA,NA,0,0,NA,NA,NA,0,0,NA,80201,1453505,64865,4.462660947158764,319400,1377,1049805,690953,65.81727082648683,2670716,279994,10.483855265778914,1848090,38.995287026064744,2712818,57.64754583610105,21.9290051894377,0.16344627616006677,4.16334601141691,0.028752389581608497,0.4583425795611796,3.5813681566548143,12.028193561086663,23.329135975948255,62.53088117227179,14.139982851779957
2023,16820,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.25,0,0,3.09,90552,115717,4214,3.6416429738067873,397600,1528,89396,58817,65.79377153340195,209948,23411,11.150856402537771,153164,52.244652790472955,222937,73.11886317659248,10.829516859022952,0.0717691545145041,4.711196436661479,0.026016318511507736,0.559799405213132,4.042397628029444,6.6404410214544924,19.205425748081296,61.688728205726285,19.105846046192422
2023,16980,5,1,1,1,1,1,1,1,50,72,0,0,NA,50,0.412,0,0,28.63,50,0.317,0,0,28.4,NA,0.615,0,0,2.77,88850,5029330,303952,6.043588310967863,301900,1378,3615628,2360889,65.29678938209351,9210967,1021163,11.086382135556452,6448476,40.88939774297059,9359555,49.962877508599504,15.920949233163329,0.06371029391888823,7.067248389480055,0.023516075283493712,0.3734686104200467,2.8377631201483404,23.750466768986346,22.316392178901665,62.08891341522113,15.594694405877203
2023,17140,2,1,0,1,0,1,1,1,55,82,0,0,17.46,55,0.529,0,0,17.4,NA,NA,0,0,NA,NA,0.25,0,0,17.75,79490,1176338,50518,4.294513991726868,240200,1047,899273,612007,68.05575170165234,2208008,256786,11.629758587831203,1523760,36.878839187273584,2255257,76.6231963807229,11.783889818322258,0.04460688959174054,2.842381156559984,0.04731168110774071,0.4641599604834393,3.865014053830672,4.329440059381259,23.32186531291112,60.52245930286438,16.1556753842245
2023,17410,3,1,1,1,0,1,0,0,51,76,0,0,33.36,51,0.647,1,1,31.19,NA,NA,0,0,NA,NA,NA,0,0,NA,68507,1126548,65049,5.7741880505757415,201000,996,927394,613085,66.10836386692172,2129885,290145,13.622566476593805,1541948,33.44230804151632,2171978,68.65253699623108,18.304835500175415,0.07062686638630779,2.3142960011565497,0.018876802619547713,0.38752694548471484,3.716243903022959,6.535056984923419,20.89441053270337,59.63798896673907,19.467600500557555
2023,17780,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.538,0,0,1.8,59691,138791,6531,4.705636532628196,261900,1146,102644,52388,51.03854097657925,255030,57594,22.583225502882016,151102,39.0511045518921,273280,54.24875585480093,10.982874707259953,0.0702576112412178,4.941817915690867,0.06733021077283373,0.37726873536299765,2.8732435597189694,26.438451405152225,20.6158518735363,68.07194086651054,11.312207259953162
2023,17860,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.846,0,0,5.63,69463,113836,4304,3.78087775396184,242500,1041,84722,51245,60.48606029130568,200945,33071,16.457737191768892,130980,47.479767903496715,212850,77.83697439511393,8.834390415785764,0.13060840967817713,4.097721400046981,0.06765327695560253,0.429410382898755,4.51773549447968,4.085506225041109,20.57975099835565,65.5297157622739,13.890533239370448
2023,17900,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,10.64,66146,431616,23074,5.345955664294187,213400,1145,334378,231413,69.20700524556041,807672,118721,14.69916005507186,559923,35.04178253081227,839868,53.83465020693728,33.04543094867289,0.11573247224563861,2.2327318102368467,0.08691842051369977,0.49055327741978505,3.3973195787909525,6.796663285182909,22.199559930846277,62.051536670048144,15.748903399105574
2023,18140,1,0,0,0,1,1,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,52,0.402,0,0,11.47,NA,0.846,0,0,10.99,79847,1154734,47218,4.089080255712571,274300,1208,855292,524079,61.27486285385576,2099111,256928,12.239848202405685,1454674,39.41666655209346,2151847,69.16216626925613,15.705856410795004,0.0569278392004636,4.7496871292429255,0.035597326389840915,0.4294450302461095,4.517932734065201,5.3423872608043235,23.44502188120252,62.553750336338965,14.00122778245851
2023,19100,4,1,1,1,1,1,2,1,67,90,1,1,6.04,67,0.706,1,1,14.05,67,0.689,1,1,13.77,NA,0.6015,0,0,10.86,87155,4197245,189453,4.5137465170605955,330300,1509,2825878,1696056,60.01872692310142,7711137,813280,10.546823380261563,5114705,38.48687265443462,7807555,42.991563940311664,15.96681675633409,0.16411027523981578,7.768629231558408,0.09552286215082699,0.38364122955265767,3.207124381448482,29.422591323404063,25.33260412510703,62.80615378309855,11.861242091794422
2023,19740,4,1,1,1,1,1,0,0,51,59,0,0,6.42,51,0.471,0,0,5.94,51,0.652,1,1,6.1,NA,NA,0,0,NA,102339,1733953,74160,4.276932535080247,570300,1805,1201206,772021,64.2704914893865,2944974,240699,8.173213074207107,2100262,48.37939266624831,2977085,61.693804510116436,5.325343414783252,0.2714400159887944,4.25530342600228,0.13644219093509255,0.43972543612291887,4.240355918625098,23.637585087426125,21.43203838654254,64.74393576266718,13.824025850790287
2023,19820,4,1,1,1,1,1,0,0,50,78,0,0,52.24,50,0.706,1,1,52.23,50,0.555,0,0,52.37,NA,NA,0,0,NA,75123,2210120,142659,6.45480788373482,237100,1162,1755372,1245226,70.93801199973568,4324253,570902,13.202326505872804,3060702,34.05581464644386,4367620,64.11116351697264,21.38526245415123,0.14227428210329654,4.802089009575009,0.02788704145507164,0.4214881331251345,3.979512869709361,5.1303226929082655,21.87850591397603,60.792674271113334,17.328819814910638
2023,20500,0,0,0,0,0,0,2,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.615,0,0,5.97,81017,315380,12176,3.8607394254550065,359400,1374,243422,150713,61.914288766011296,568840,70198,12.340552703747978,407395,52.336921169871985,594291,53.27726652431216,23.764115559549108,0.20579143887422155,5.094305651608387,0.030961263084919678,0.3858379144223958,4.004099002004069,13.237622646144734,19.92424586608244,63.73342352483884,16.34233060907872
2023,21660,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.857,0,0,3.34,69311,195429,13241,6.775350638850938,395800,1287,159509,94723,59.38410998752421,374196,57161,15.275684400688409,266887,33.43287608613383,382628,78.91764324618167,1.0610828271846284,0.6617393395151426,2.5513030933439267,0.2069895564360162,0.39986618856957673,5.9972087771935145,10.204166971575525,17.780977868843888,61.76808806464765,20.450934066508463
2023,22220,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.333,0,0,3.81,77979,288942,10578,3.660942334447744,273400,1094,209515,130443,62.259504092785726,550424,60554,11.001337150996322,360911,34.96679236709328,563436,62.17440845100419,2.339573616169361,0.5730908213177717,3.3049006453261773,1.5989393648968115,0.41282417168941987,11.734784429819891,17.861478499776375,24.78915085298064,62.08602219240517,13.12482695461419
2023,23540,0,0,0,0,0,0,1,1,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0.417,0,0,6.41,58946,167457,7069,4.221382205581134,245800,1219,137665,81114,58.92129444666401,325896,61500,18.87105088739966,217718,40.94287105338098,344521,62.21159232673771,16.796073388850026,0.09984877554633825,4.893170517907471,0.040636129582812076,0.6054783307838999,3.7036929534048726,11.649507577186876,18.25055656984625,65.23085675474064,16.51858667541311
2023,24580,1,1,0,0,0,1,0,0,NA,NA,0,0,NA,46,0.529,1,1,3.49,NA,NA,0,0,NA,NA,NA,0,0,NA,77459,177093,4709,2.659054846888358,238700,959,135165,92367,68.3364776384419,321931,30578,9.498308643777705,225719,29.885831498456046,329375,80.8482732447818,2.112182163187856,1.469146110056926,2.6410626185958255,0.005161290322580645,0.33426944971537004,3.8758254269449717,8.714079696394688,22.750967741935487,60.27931688804554,16.969715370018974
